dataset,model,operator,fold,branches,residual_mode,mean_pairwise_distance,max_pairwise_distance,residual_count_total,residual_norm_pre_total,residual_norm_post_total,active_ratio_mean,gate_mean,mean_grad_norm,grad_max,grad_min,mean_cosine_branch,mean_cosine_depth,mean_cka_branch,mean_cka_depth
DD,HorizontalRes,GCNConv,2,B4,identity,0.9084955851236979,1.1430705785751343,18.0,3207.8104400634766,3207.8104400634766,0.4097447209060192,0.8035087585449219,0.030173065951438965,0.11268709599971771,0.0057076564989984035,0.9059674851596355,0.6811477541923523,0.9966128505766392,0.9679873718155755
DD,HorizontalRes,GCNConv,2,B5,identity,1.1356326162815094,1.6877615451812744,24.0,4391.776718139648,4391.776718139648,0.36221453845500945,0.8042051196098328,0.05098150111734867,0.19112782180309296,0.0023097717203199863,0.8725875830650329,0.6448898182974921,0.9944791340827942,0.9894519911872016
DD,HorizontalRes,GCNConv,2,B6,identity,1.4149720907211303,2.186450481414795,30.0,5941.183540344238,5941.183540344238,0.35752590331766343,0.8051322102546692,0.03834971810619418,0.18339741230010986,0.00445142388343811,0.8180649611685011,0.626752085155911,0.9963000565767288,0.9817471239301894
DD,HorizontalRes,GCNConv,2,B7,identity,1.062603127388727,1.3821450471878052,36.0,6323.580352783203,6323.580352783203,0.346671828911418,0.8041021823883057,0.0076717384263045255,0.04159806668758392,0.0023318121675401926,0.8137524127960205,0.6396870811780294,0.9906587016825773,0.9865990082422892
DD,HorizontalRes,GCNConv,2,B8,identity,0.9439926019736699,1.2669552564620972,42.0,7220.5224533081055,7220.5224533081055,0.33542639544854563,0.8027607202529907,0.03006422936952874,0.1131567507982254,0.0038726795464754105,0.8300682175904512,0.59559698899587,0.9935312708839774,0.9539419081475999
DD,HorizontalRes,GCNConv,3,B1,identity,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.05979069811291993,0.24728547036647797,0.006701693870127201,0.9999999403953552,0.5861355463663737,1.0,0.7505144543117948
DD,HorizontalRes,GCNConv,3,B2,identity,0.1501481980085373,0.1501481980085373,6.0,1086.1812362670898,1086.1812362670898,0.28234437356392544,0.8459830284118652,0.0719245241334041,0.268044650554657,0.00942746177315712,0.997175931930542,0.6597807473606534,0.9999982416629791,0.818566812409295
DD,HorizontalRes,GCNConv,3,B3,identity,0.8547880252202352,0.9789132475852966,12.0,2372.9005584716797,2372.9005584716797,0.27441008885701496,0.8356775641441345,0.03866532846309599,0.17702187597751617,0.0047492459416389465,0.9354649053679572,0.624615126185947,0.9975165393617418,0.7957432071367899
DD,HorizontalRes,GCNConv,3,B4,identity,1.0792777438958485,1.3056144714355469,18.0,3433.451591491699,3433.451591491699,0.2725936056425174,0.8327093124389648,0.08170534791079936,0.37680602073669434,0.008731919340789318,0.8780967704951763,0.6581190427144369,0.9968980401754379,0.8495417568418715
DD,HorizontalRes,GCNConv,3,B5,identity,1.3024937510490417,1.7725123167037964,24.0,4494.427127838135,4494.427127838135,0.29744569857915243,0.8327367901802063,0.02761545655966708,0.11598623543977737,0.0022544667590409517,0.8047299265861512,0.6002029511663649,0.9736032366752625,0.8558165298567878
DD,HorizontalRes,GCNConv,3,B6,identity,1.5005273501078287,2.253937005996704,30.0,5810.918872833252,5810.918872833252,0.3252929349740346,0.8225061893463135,0.04921019302967649,0.2519071400165558,0.0028747119940817356,0.8494075867864821,0.6430557635095384,0.9940249356958601,0.919225295384725
DD,HorizontalRes,GCNConv,3,B7,identity,1.1907164113862174,1.6669596433639526,36.0,5983.09854888916,5983.09854888916,0.29386360978796366,0.8348384499549866,0.02144904633363088,0.08127497881650925,0.002133285626769066,0.8216160158721768,0.6297803786065843,0.9548608307935753,0.8611115349663628
DD,HorizontalRes,GCNConv,3,B8,identity,1.6129763275384903,2.4140985012054443,42.0,7496.973876953125,7496.973876953125,0.27963558305054903,0.851606547832489,0.04094809391444512,0.20312245190143585,0.002684465842321515,0.7627587597817183,0.6463872989018759,0.9308373145759106,0.7463211880789863
DD,HorizontalRes,GCNConv,4,B1,identity,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.14483457850292325,0.4866761863231659,0.0454799123108387,1.0,0.5899728735287985,1.0,0.9706195659107633
DD,HorizontalRes,GCNConv,4,B2,identity,0.21639570593833923,0.21639570593833923,6.0,1322.9423141479492,1322.9423141479492,0.3739227404197057,0.810797929763794,0.024369548757870993,0.08294360339641571,0.005967282690107822,0.9958617091178894,0.7077569895320468,0.9999060183763504,0.9783270623948839
DD,HorizontalRes,GCNConv,4,B3,identity,0.7851067980130514,0.814185619354248,12.0,2609.0590896606445,2609.0590896606445,0.413210133711497,0.8069066405296326,0.03149196645244956,0.11183124035596848,0.004468496423214674,0.9696550832854377,0.6772992081112332,0.9997393687566122,0.9673669073316786
DD,HorizontalRes,GCNConv,4,B4,identity,0.9151822427908579,1.1319847106933594,18.0,3260.141181945801,3260.141181945801,0.35638707131147385,0.8037247657775879,0.01252590002561057,0.06189299002289772,0.0038019877392798662,0.9090448170900345,0.6767698658837212,0.9983554147183895,0.9849270582199097
DD,HorizontalRes,GCNConv,4,B5,identity,1.2135409116744995,1.804943323135376,24.0,4484.07975769043,4484.07975769043,0.3467048486073812,0.8010749220848083,0.007480249034635948,0.04717355594038963,0.0012724249390885234,0.8796802735328675,0.6417998605304294,0.9943110227584839,0.9907615184783936
DD,HorizontalRes,GCNConv,4,B6,identity,1.0913347601890564,1.5202568769454956,30.0,4980.9424476623535,4980.9424476623535,0.2560848688913716,0.8022444248199463,0.014588691980745166,0.07687672972679138,0.002178840572014451,0.847097881966167,0.6002484626240201,0.9958882431189219,0.9963197045856051
DD,HorizontalRes,GCNConv,4,B7,identity,1.51674713407244,1.9225505590438843,36.0,7736.364028930664,7736.364028930664,0.4139238312130883,0.8040570020675659,0.010340639214134879,0.040910545736551285,0.002055148361250758,0.8067258742390847,0.6840772363874648,0.990540401059754,0.9908755222956339
DD,HorizontalRes,GCNConv,4,B8,identity,1.2630513651030404,1.7800869941711426,42.0,7616.358421325684,7616.358421325684,0.35598697264989215,0.8031250238418579,0.009861463228898013,0.07462098449468613,0.002155689522624016,0.7778397593647242,0.6612639625867208,0.995532245375216,0.976571692360772
DD,MatrixRes,GCNConv,0,B1,identity,0.0,0.0,2.0,298.4343490600586,298.4343490600586,0.38907602429389954,0.8040698170661926,0.14485356284098494,0.6537330746650696,0.002739221788942814,0.9999998807907104,0.8147948980331421,1.0,0.8428737454944186
DD,MatrixRes,GCNConv,0,B2,identity,0.16203738749027252,0.16203738749027252,14.0,2851.3056106567383,2851.3056106567383,0.5211780534850227,0.8289589881896973,0.16266680508852005,0.6240617036819458,0.013000322505831718,0.9993446618318558,0.8996525539292229,0.9999859482049942,0.8852924638324313
DD,MatrixRes,GCNConv,0,B3,identity,1.0641113917032878,1.3475972414016724,26.0,4850.338401794434,4850.338401794434,0.42744318787698393,0.8299462795257568,0.09352695578265757,0.41622650623321533,0.009488889016211033,0.9862917794121636,0.9056670599513583,0.9976917306582133,0.8397348192003038
