artifact,dataset,model,operator,fold,branches,residual_mode,timestamp,matrix_name,mean_cosine_depth,max_cosine_depth,min_cosine_depth
cosine_depth,DD,MatrixRes,GCNConv,2,B4,identity,20260507_092315,cosine_depth,0.9369986454645792,1.0000001192092896,0.8680528402328491
cosine_depth,DD,MatrixRes,GCNConv,2,B5,identity,20260507_092933,cosine_depth,0.9344127774238586,1.0,0.8452219367027283
cosine_depth,DD,MatrixRes,GCNConv,2,B6,identity,20260507_093751,cosine_depth,0.9325640996297201,1.0000001192092896,0.8462388515472412
cosine_depth,DD,MatrixRes,GCNConv,2,B7,identity,20260507_094737,cosine_depth,0.9245331088701884,1.0,0.8297640681266785
cosine_depth,DD,MatrixRes,GCNConv,2,B8,identity,20260507_095909,cosine_depth,0.9117583831151327,1.0000001192092896,0.7903717160224915
cosine_depth,DD,MatrixRes,GCNConv,3,B1,identity,20260507_091349,cosine_depth,0.8064753346972995,1.0,0.6235318779945374
cosine_depth,DD,MatrixRes,GCNConv,3,B2,identity,20260507_091630,cosine_depth,0.9094203578101264,1.0000001192092896,0.7848981618881226
cosine_depth,DD,MatrixRes,GCNConv,3,B3,identity,20260506_223325,cosine_depth,0.9030633038944669,1.0000001192092896,0.7872344255447388
cosine_depth,DD,MatrixRes,GCNConv,3,B3,identity,20260507_092104,cosine_depth,0.9056395822101169,1.0,0.7903642058372498
cosine_depth,DD,MatrixRes,GCNConv,3,B4,identity,20260507_092640,cosine_depth,0.9067556593153212,1.0000001192092896,0.7899639010429382
cosine_depth,DD,MatrixRes,GCNConv,3,B5,identity,20260507_093417,cosine_depth,0.8961098591486613,1.000000238418579,0.7554193139076233
cosine_depth,DD,MatrixRes,GCNConv,3,B6,identity,20260507_094314,cosine_depth,0.897742423746321,1.0,0.7632880210876465
cosine_depth,DD,MatrixRes,GCNConv,3,B7,identity,20260507_095424,cosine_depth,0.9034324884414673,1.0000001192092896,0.7765950560569763
cosine_depth,DD,MatrixRes,GCNConv,3,B8,identity,20260507_100524,cosine_depth,0.9058020843399895,1.0,0.7749326825141907
cosine_depth,DD,MatrixRes,GCNConv,4,B1,identity,20260507_091317,cosine_depth,0.8344437016381158,0.9999999403953552,0.681029200553894
cosine_depth,DD,MatrixRes,GCNConv,4,B2,identity,20260507_091618,cosine_depth,0.9327257672945658,1.000000238418579,0.8534689545631409
cosine_depth,DD,MatrixRes,GCNConv,4,B3,identity,20260506_223318,cosine_depth,0.919783181614346,1.0000001192092896,0.8297566771507263
cosine_depth,DD,MatrixRes,GCNConv,4,B3,identity,20260507_092016,cosine_depth,0.9197809166378446,1.0,0.8297372460365295
cosine_depth,DD,MatrixRes,GCNConv,4,B4,identity,20260507_092533,cosine_depth,0.9336888194084167,1.0,0.8644095063209534
cosine_depth,DD,MatrixRes,GCNConv,4,B5,identity,20260507_093247,cosine_depth,0.9378400709893968,1.0,0.8548120260238647
cosine_depth,DD,MatrixRes,GCNConv,4,B6,identity,20260507_094131,cosine_depth,0.9261404408348931,1.0000001192092896,0.8289169669151306
cosine_depth,DD,MatrixRes,GCNConv,4,B7,identity,20260507_095212,cosine_depth,0.9421907464663187,0.9999999403953552,0.8861936330795288
cosine_depth,DD,MatrixRes,GCNConv,4,B8,identity,20260507_100319,cosine_depth,0.9296292199028863,1.000000238418579,0.8397949934005737
cosine_depth,DD,Plain,GCNConv,0,B3,identity,20260506_220121,cosine_depth,0.6496949460771348,1.0000001192092896,0.43253281712532043
cosine_depth,DD,Plain,GCNConv,0,B3,identity,20260506_222425,cosine_depth,0.574999729792277,1.0,0.2712257504463196
cosine_depth,DD,Plain,GCNConv,1,B3,identity,20260506_222440,cosine_depth,0.5855817529890273,1.0,0.28120169043540955
cosine_depth,DD,Plain,GCNConv,2,B3,identity,20260506_222348,cosine_depth,0.6033479637569852,1.000000238418579,0.34257546067237854
cosine_depth,DD,Plain,GCNConv,3,B3,identity,20260506_222519,cosine_depth,0.6140370104047987,1.0,0.3614005744457245
cosine_depth,DD,Plain,GCNConv,4,B3,identity,20260506_222520,cosine_depth,0.6265450914700826,1.0000001192092896,0.3654455542564392
cosine_depth,DD,VerticalRes,GCNConv,0,B3,identity,20260506_220142,cosine_depth,0.8945327930980258,1.0,0.7806894779205322
cosine_depth,DD,VerticalRes,GCNConv,0,B3,identity,20260506_222633,cosine_depth,0.7508809831407335,1.0,0.454847127199173
cosine_depth,DD,VerticalRes,GCNConv,1,B3,identity,20260506_222706,cosine_depth,0.7423809170722961,1.0000001192092896,0.5169587731361389
cosine_depth,DD,VerticalRes,GCNConv,2,B3,identity,20260506_222614,cosine_depth,0.8364773392677307,1.0,0.6516549587249756
cosine_depth,DD,VerticalRes,GCNConv,3,B3,identity,20260506_222800,cosine_depth,0.7158671352598402,1.000000238418579,0.4775253236293793
cosine_depth,DD,VerticalRes,GCNConv,4,B3,identity,20260506_222734,cosine_depth,0.799483405219184,0.9999999403953552,0.5182715058326721
cosine_depth,ENZYMES,HorizontalRes,GCNConv,0,B3,identity,20260506_220151,cosine_depth,0.5275340545922518,1.0000001192092896,0.2492772489786148
cosine_depth,ENZYMES,HorizontalRes,GCNConv,0,B3,identity,20260506_223728,cosine_depth,0.5275340676307678,1.0000001192092896,0.2492772340774536
cosine_depth,ENZYMES,HorizontalRes,GCNConv,1,B3,identity,20260506_223737,cosine_depth,0.4917394854128361,1.0,0.28706294298171997
cosine_depth,ENZYMES,HorizontalRes,GCNConv,2,B3,identity,20260506_223811,cosine_depth,0.4878369867801666,1.000000238418579,0.24411842226982117
cosine_depth,ENZYMES,HorizontalRes,GCNConv,3,B3,identity,20260506_223816,cosine_depth,0.48132549598813057,1.000000238418579,0.27885866165161133
cosine_depth,ENZYMES,HorizontalRes,GCNConv,4,B3,identity,20260506_223800,cosine_depth,0.5124406144022942,1.000000238418579,0.28980082273483276
cosine_depth,ENZYMES,MatrixResGated,GCNConv,0,B3,sparse,20260506_220157,cosine_depth,0.8920507244765759,1.0000001192092896,0.7770971655845642
cosine_depth,ENZYMES,MatrixResGated,GCNConv,0,B3,sparse,20260506_224002,cosine_depth,0.9222546219825745,1.0,0.8283771276473999
cosine_depth,ENZYMES,MatrixResGated,GCNConv,1,B3,sparse,20260506_224037,cosine_depth,0.817326258867979,0.9999999403953552,0.5444903373718262
cosine_depth,ENZYMES,MatrixResGated,GCNConv,2,B3,sparse,20260506_224110,cosine_depth,0.8292228244245052,1.000000238418579,0.577369213104248
cosine_depth,ENZYMES,MatrixResGated,GCNConv,3,B3,sparse,20260506_224126,cosine_depth,0.7554917931556702,1.0,0.4398691654205322
