artifact,dataset,model,operator,fold,branches,residual_mode,timestamp,matrix_name,mean_cosine_branch,max_cosine_branch,min_cosine_branch
cosine_branch,DD,MatrixResGated,GCNConv,4,B8,sparse,20260507_104131,cosine_branch,0.8436344536021352,1.000000238418579,0.6250669360160828
cosine_branch,DD,MatrixRes,GCNConv,0,B1,identity,20260507_091148,cosine_branch,0.9999998807907104,0.9999998807907104,0.9999998807907104
cosine_branch,DD,MatrixRes,GCNConv,0,B2,identity,20260507_091452,cosine_branch,0.9993446618318558,1.000000238418579,0.9986892938613892
cosine_branch,DD,MatrixRes,GCNConv,0,B3,identity,20260506_220130,cosine_branch,0.9864589903089735,1.000000238418579,0.9598751664161682
cosine_branch,DD,MatrixRes,GCNConv,0,B3,identity,20260506_223200,cosine_branch,0.9848717053731283,1.0,0.9559840559959412
cosine_branch,DD,MatrixRes,GCNConv,0,B3,identity,20260507_082526,cosine_branch,0.9921242992083231,1.000000238418579,0.9768505096435547
cosine_branch,DD,MatrixRes,GCNConv,0,B3,identity,20260507_082557,cosine_branch,0.967835267384847,1.0000001192092896,0.9057066440582275
cosine_branch,DD,MatrixRes,GCNConv,0,B3,identity,20260507_082600,cosine_branch,0.9871637092696296,1.0000001192092896,0.9628101587295532
cosine_branch,DD,MatrixRes,GCNConv,0,B3,identity,20260507_083013,cosine_branch,0.9330849515067207,1.0000001192092896,0.804983377456665
cosine_branch,DD,MatrixRes,GCNConv,0,B3,identity,20260507_083052,cosine_branch,0.9887582924630907,1.0,0.9672229290008545
cosine_branch,DD,MatrixRes,GCNConv,0,B3,identity,20260507_083113,cosine_branch,0.9867746829986572,1.0000001192092896,0.9618784189224243
cosine_branch,DD,MatrixRes,GCNConv,0,B3,identity,20260507_083510,cosine_branch,0.9818701876534356,1.0,0.9471256732940674
cosine_branch,DD,MatrixRes,GCNConv,0,B3,identity,20260507_083551,cosine_branch,0.9858367641766866,1.000000238418579,0.9586344957351685
cosine_branch,DD,MatrixRes,GCNConv,0,B3,identity,20260507_083601,cosine_branch,0.9952112370067172,1.0000001192092896,0.9866175651550293
cosine_branch,DD,MatrixRes,GCNConv,0,B3,identity,20260507_083936,cosine_branch,0.984389689233568,1.0000001192092896,0.9549229145050049
cosine_branch,DD,MatrixRes,GCNConv,0,B3,identity,20260507_084252,cosine_branch,0.9779188103146024,1.0000001192092896,0.936005711555481
cosine_branch,DD,MatrixRes,GCNConv,0,B3,identity,20260507_091841,cosine_branch,0.9862917794121636,1.0000001192092896,0.9602409601211548
cosine_branch,DD,MatrixRes,GCNConv,0,B4,identity,20260507_092313,cosine_branch,0.9672538936138153,1.0000001192092896,0.8855096101760864
cosine_branch,DD,MatrixRes,GCNConv,0,B5,identity,20260507_092952,cosine_branch,0.9488825321197509,1.0000001192092896,0.8494227528572083
