artifact,dataset,model,operator,fold,branches,residual_mode,timestamp,residual_sites,residual_count_total,residual_norm_pre_total,residual_norm_post_total,active_ratio_mean,gate_mean
residual_stats,DD,HorizontalRes,GCNConv,2,B1,identity,20260507_075921,3,0.0,0.0,0.0,0.0,0.800000011920929
residual_stats,DD,HorizontalRes,GCNConv,2,B2,identity,20260507_080344,6,6.0,1169.6480026245117,1169.6480026245117,0.42109471062819165,0.8049458265304565
residual_stats,DD,HorizontalRes,GCNConv,2,B3,identity,20260506_222853,9,12.0,1854.7426376342773,1854.7426376342773,0.3647208826409446,0.8005805015563965
residual_stats,DD,HorizontalRes,GCNConv,2,B3,identity,20260507_080729,9,12.0,1846.2172317504883,1846.2172317504883,0.36101842257711625,0.8005847334861755
residual_stats,DD,HorizontalRes,GCNConv,2,B4,identity,20260507_081217,12,18.0,3207.8104400634766,3207.8104400634766,0.4097447209060192,0.8035087585449219
residual_stats,DD,HorizontalRes,GCNConv,2,B5,identity,20260507_081758,15,24.0,4391.776718139648,4391.776718139648,0.36221453845500945,0.8042051196098328
residual_stats,DD,HorizontalRes,GCNConv,2,B6,identity,20260507_082721,18,30.0,5941.183540344238,5941.183540344238,0.35752590331766343,0.8051322102546692
residual_stats,DD,HorizontalRes,GCNConv,2,B7,identity,20260507_084116,21,36.0,6323.580352783203,6323.580352783203,0.346671828911418,0.8041021823883057
residual_stats,DD,HorizontalRes,GCNConv,2,B8,identity,20260507_085447,24,42.0,7220.5224533081055,7220.5224533081055,0.33542639544854563,0.8027607202529907
residual_stats,DD,HorizontalRes,GCNConv,3,B1,identity,20260507_080159,3,0.0,0.0,0.0,0.0,0.800000011920929
residual_stats,DD,HorizontalRes,GCNConv,3,B2,identity,20260507_080600,6,6.0,1086.1812362670898,1086.1812362670898,0.28234437356392544,0.8459830284118652
residual_stats,DD,HorizontalRes,GCNConv,3,B3,identity,20260506_223023,9,12.0,2348.604782104492,2348.604782104492,0.2703787609934807,0.8358914852142334
residual_stats,DD,HorizontalRes,GCNConv,3,B3,identity,20260507_081025,9,12.0,2372.9005584716797,2372.9005584716797,0.27441008885701496,0.8356775641441345
residual_stats,DD,HorizontalRes,GCNConv,3,B4,identity,20260507_081539,12,18.0,3433.451591491699,3433.451591491699,0.2725936056425174,0.8327093124389648
residual_stats,DD,HorizontalRes,GCNConv,3,B5,identity,20260507_082259,15,24.0,4494.427127838135,4494.427127838135,0.29744569857915243,0.8327367901802063
residual_stats,DD,HorizontalRes,GCNConv,3,B6,identity,20260507_083353,18,30.0,5810.918872833252,5810.918872833252,0.3252929349740346,0.8225061893463135
residual_stats,DD,HorizontalRes,GCNConv,3,B7,identity,20260507_084923,21,36.0,5983.09854888916,5983.09854888916,0.29386360978796366,0.8348384499549866
residual_stats,DD,HorizontalRes,GCNConv,3,B8,identity,20260507_090604,24,42.0,7496.973876953125,7496.973876953125,0.27963558305054903,0.851606547832489
residual_stats,DD,HorizontalRes,GCNConv,4,B1,identity,20260507_080232,3,0.0,0.0,0.0,0.0,0.800000011920929
residual_stats,DD,HorizontalRes,GCNConv,4,B2,identity,20260507_080544,6,6.0,1322.9423141479492,1322.9423141479492,0.3739227404197057,0.810797929763794
residual_stats,DD,HorizontalRes,GCNConv,4,B3,identity,20260506_222946,9,12.0,2623.5485076904297,2623.5485076904297,0.41562120285299087,0.8069218397140503
residual_stats,DD,HorizontalRes,GCNConv,4,B3,identity,20260507_080918,9,12.0,2609.0590896606445,2609.0590896606445,0.413210133711497,0.8069066405296326
residual_stats,DD,HorizontalRes,GCNConv,4,B4,identity,20260507_081457,12,18.0,3260.141181945801,3260.141181945801,0.35638707131147385,0.8037247657775879
residual_stats,DD,HorizontalRes,GCNConv,4,B5,identity,20260507_082051,15,24.0,4484.07975769043,4484.07975769043,0.3467048486073812,0.8010749220848083
residual_stats,DD,HorizontalRes,GCNConv,4,B6,identity,20260507_083618,18,30.0,4980.9424476623535,4980.9424476623535,0.2560848688913716,0.8022444248199463
residual_stats,DD,HorizontalRes,GCNConv,4,B7,identity,20260507_084858,21,36.0,7736.364028930664,7736.364028930664,0.4139238312130883,0.8040570020675659
residual_stats,DD,HorizontalRes,GCNConv,4,B8,identity,20260507_090423,24,42.0,7616.358421325684,7616.358421325684,0.35598697264989215,0.8031250238418579
residual_stats,DD,MatrixResGated,GCNConv,0,B1,sparse,20260507_100211,3,2.0,300.2657012939453,194.8350601196289,0.22027573982874551,0.8349041938781738
residual_stats,DD,MatrixResGated,GCNConv,0,B2,sparse,20260507_100630,6,14.0,2473.655586242676,1805.2916831970215,0.2731895065969891,0.8534460067749023
residual_stats,DD,MatrixResGated,GCNConv,0,B3,sparse,20260506_220134,9,26.0,3255.7124557495117,1871.5244674682617,0.2825013923976157,0.8015587329864502
residual_stats,DD,MatrixResGated,GCNConv,0,B3,sparse,20260506_223423,9,26.0,4509.049072265625,3395.9663734436035,0.22617575250290056,0.8423284292221069
residual_stats,DD,MatrixResGated,GCNConv,0,B3,sparse,20260507_084029,9,26.0,5375.3266525268555,3905.175579071045,0.3723444855875439,0.8255845904350281
residual_stats,DD,MatrixResGated,GCNConv,0,B3,sparse,20260507_084411,9,26.0,4470.483283996582,3358.919780731201,0.22519509819922623,0.8424685597419739
residual_stats,DD,MatrixResGated,GCNConv,0,B3,sparse,20260507_084458,9,26.0,4948.373321533203,3931.702049255371,0.1991551216001864,0.8524613976478577
residual_stats,DD,MatrixResGated,GCNConv,0,B3,sparse,20260507_084733,9,26.0,5204.729591369629,4410.656219482422,0.13856685316121134,0.854480504989624
residual_stats,DD,MatrixResGated,GCNConv,0,B3,sparse,20260507_084843,9,26.0,5430.43489074707,4185.3349685668945,0.290038608290531,0.8451400399208069
residual_stats,DD,MatrixResGated,GCNConv,0,B3,sparse,20260507_084944,9,26.0,4928.085639953613,3781.5452842712402,0.24244514240158932,0.8505436182022095
residual_stats,DD,MatrixResGated,GCNConv,0,B3,sparse,20260507_085156,9,26.0,4213.997749328613,3189.24116897583,0.18822766834938964,0.844219982624054
residual_stats,DD,MatrixResGated,GCNConv,0,B3,sparse,20260507_085303,9,26.0,3511.851863861084,2623.7156925201416,0.13742388313015302,0.8318376541137695
residual_stats,DD,MatrixResGated,GCNConv,0,B3,sparse,20260507_085353,9,26.0,4099.800331115723,3199.3623237609863,0.3059760153845505,0.8562073707580566
residual_stats,DD,MatrixResGated,GCNConv,0,B3,sparse,20260507_085613,9,26.0,4486.62971496582,3372.486400604248,0.22611665786416443,0.8424016833305359
residual_stats,DD,MatrixResGated,GCNConv,0,B3,sparse,20260507_085803,9,26.0,4623.2594871521,4373.417289733887,0.370673292544153,0.8336119055747986
residual_stats,DD,MatrixResGated,GCNConv,0,B3,sparse,20260507_085958,9,26.0,5311.47248840332,3748.616371154785,0.20581408650786787,0.8237118124961853
residual_stats,DD,MatrixResGated,GCNConv,0,B3,sparse,20260507_090029,9,26.0,4833.144905090332,4345.806694030762,0.33189651127214786,0.8377384543418884
residual_stats,DD,MatrixResGated,GCNConv,0,B3,sparse,20260507_090225,9,26.0,4496.993324279785,3384.2735290527344,0.22595316088861883,0.8422635197639465
residual_stats,DD,MatrixResGated,GCNConv,0,B3,sparse,20260507_090507,9,26.0,4851.210739135742,2739.832851409912,0.13933405779578067,0.8642464876174927
residual_stats,DD,MatrixResGated,GCNConv,0,B3,sparse,20260507_090601,9,26.0,5106.166648864746,3814.393886566162,0.29128741776501693,0.26441407203674316
residual_stats,DD,MatrixResGated,GCNConv,0,B3,sparse,20260507_090946,9,26.0,4875.225448608398,3653.8918685913086,0.26518190525196217,0.5628466010093689
residual_stats,DD,MatrixResGated,GCNConv,0,B3,sparse,20260507_091221,9,26.0,4484.124336242676,3371.7644844055176,0.22567077505367772,0.8422850370407104
residual_stats,DD,MatrixResGated,GCNConv,0,B3,sparse,20260507_091253,9,26.0,5151.7744216918945,3979.60652923584,0.2551770936559748,0.9594679474830627
residual_stats,DD,MatrixResGated,GCNConv,0,B3,sparse,20260507_100929,9,26.0,4502.272125244141,3385.8784370422363,0.2271542336101885,0.842203676700592
residual_stats,DD,MatrixResGated,GCNConv,0,B4,sparse,20260507_101254,12,38.0,6564.123031616211,4844.866668701172,0.25077462585435967,0.8350512385368347
residual_stats,DD,MatrixResGated,GCNConv,0,B5,sparse,20260507_101837,15,50.0,8348.014129638672,6296.827096939087,0.20721797830528682,0.8601149320602417
residual_stats,DD,MatrixResGated,GCNConv,0,B6,sparse,20260507_102427,18,62.0,10508.141674041748,7949.2510623931885,0.2083358320373076,0.8719269633293152
residual_stats,DD,MatrixResGated,GCNConv,0,B7,sparse,20260507_103151,21,74.0,12458.576377868652,9426.505475997925,0.2052882305331646,0.8724591135978699
residual_stats,DD,MatrixResGated,GCNConv,0,B8,sparse,20260507_103803,24,86.0,14631.284622192383,11062.981842041016,0.21235917463070816,0.8480662107467651
residual_stats,DD,MatrixResGated,GCNConv,1,B1,sparse,20260507_100337,3,2.0,281.3920135498047,189.16525650024414,0.1867991437514623,0.8310351967811584
residual_stats,DD,MatrixResGated,GCNConv,1,B2,sparse,20260507_100658,6,14.0,2473.63321685791,1842.9395599365234,0.2647528019216326,0.8501087427139282
residual_stats,DD,MatrixResGated,GCNConv,1,B3,sparse,20260506_223526,9,26.0,5223.867263793945,4034.803680419922,0.2748170167759613,0.8407667279243469
residual_stats,DD,MatrixResGated,GCNConv,1,B3,sparse,20260507_101020,9,26.0,5167.3967208862305,3980.695568084717,0.2732249869240655,0.8407800197601318
residual_stats,DD,MatrixResGated,GCNConv,1,B4,sparse,20260507_101433,12,38.0,7436.580192565918,5734.942939758301,0.2687127201507489,0.8377742171287537
residual_stats,DD,MatrixResGated,GCNConv,1,B5,sparse,20260507_101852,15,50.0,9368.67798614502,7208.775291442871,0.24938301003641555,0.8515729308128357
residual_stats,DD,MatrixResGated,GCNConv,1,B6,sparse,20260507_102531,18,62.0,10701.805164337158,8228.102727890015,0.21602702557488726,0.8497613668441772
residual_stats,DD,MatrixResGated,GCNConv,1,B7,sparse,20260507_103147,21,74.0,13170.60865020752,10016.510246276855,0.23835590783329236,0.8430230617523193
residual_stats,DD,MatrixResGated,GCNConv,1,B8,sparse,20260507_104116,24,86.0,15311.351287841797,11675.348518371582,0.23558914456516508,0.8403189182281494
residual_stats,DD,MatrixResGated,GCNConv,2,B1,sparse,20260507_100357,3,2.0,364.8055114746094,242.2915267944336,0.2607032557328542,0.8093203902244568
residual_stats,DD,MatrixResGated,GCNConv,2,B2,sparse,20260507_100639,6,14.0,2643.8946380615234,1825.1903953552246,0.35686250858836704,0.8110902905464172
residual_stats,DD,MatrixResGated,GCNConv,2,B3,sparse,20260506_223451,9,26.0,5091.949310302734,3713.5847511291504,0.31102363997035565,0.8084410429000854
residual_stats,DD,MatrixResGated,GCNConv,2,B3,sparse,20260507_101018,9,26.0,5092.353439331055,3713.578342437744,0.3111188878063802,0.8084375262260437
residual_stats,DD,MatrixResGated,GCNConv,2,B4,sparse,20260507_101313,12,38.0,7863.654258728027,5602.388710021973,0.371910593079196,0.8055944442749023
residual_stats,DD,MatrixResGated,GCNConv,2,B5,sparse,20260507_101726,15,50.0,9090.25080871582,6427.034908294678,0.30390135212077035,0.8083560466766357
residual_stats,DD,MatrixResGated,GCNConv,2,B6,sparse,20260507_102322,18,62.0,10674.641624450684,7551.179159164429,0.2694632691089754,0.8111211657524109
residual_stats,DD,MatrixResGated,GCNConv,2,B7,sparse,20260507_103029,21,74.0,14666.859901428223,10361.368167877197,0.3542875039435568,0.8036598563194275
residual_stats,DD,MatrixResGated,GCNConv,2,B8,sparse,20260507_103845,24,86.0,16370.874145507812,11990.68388748169,0.2843615704733465,0.8077247142791748
residual_stats,DD,MatrixResGated,GCNConv,3,B1,sparse,20260507_100432,3,2.0,311.68121337890625,206.16466522216797,0.2296437124411265,0.8239069581031799
residual_stats,DD,MatrixResGated,GCNConv,3,B2,sparse,20260507_100855,6,14.0,2453.9670181274414,1778.8594665527344,0.28478210502200657,0.8565651178359985
residual_stats,DD,MatrixResGated,GCNConv,3,B3,sparse,20260506_223613,9,26.0,4442.476898193359,3287.44038772583,0.24921000853732778,0.8367689847946167
residual_stats,DD,MatrixResGated,GCNConv,3,B3,sparse,20260507_101126,9,26.0,4543.103477478027,3383.267059326172,0.25212755379853424,0.8373282551765442
residual_stats,DD,MatrixResGated,GCNConv,3,B4,sparse,20260507_101523,12,38.0,7123.963394165039,5359.0861167907715,0.2757012811799844,0.8351631164550781
residual_stats,DD,MatrixResGated,GCNConv,3,B5,sparse,20260507_102049,15,50.0,8777.789512634277,6576.862552642822,0.24684647954172562,0.8393308520317078
residual_stats,DD,MatrixResGated,GCNConv,3,B6,sparse,20260507_102655,18,62.0,9485.021713256836,6824.2310218811035,0.2263452628972354,0.8323603272438049
residual_stats,DD,MatrixResGated,GCNConv,3,B7,sparse,20260507_103513,21,74.0,12898.672149658203,9691.664596557617,0.23564171488322905,0.845294177532196
residual_stats,DD,MatrixResGated,GCNConv,3,B8,sparse,20260507_104254,24,86.0,15696.774055480957,11804.964241027832,0.2599120342276162,0.8381301760673523
residual_stats,DD,MatrixResGated,GCNConv,4,B1,sparse,20260507_100438,3,2.0,366.75770568847656,246.75889587402344,0.2788017491499583,0.811543881893158
residual_stats,DD,MatrixResGated,GCNConv,4,B2,sparse,20260507_100745,6,14.0,2507.5720443725586,1755.5989799499512,0.3389221280813217,0.8089380264282227
residual_stats,DD,MatrixResGated,GCNConv,4,B3,sparse,20260506_223605,9,26.0,5515.655426025391,4044.447898864746,0.3798514455004975,0.8058789372444153
residual_stats,DD,MatrixResGated,GCNConv,4,B3,sparse,20260507_101140,9,26.0,5515.323196411133,4043.9621047973633,0.37990282282785137,0.8058779239654541
